scientificName,match_key,genus,commonName,description,bookPage,indexSection,category,subCategory,source
Myrichthys ocellatus,myrichthys ocellatus,Myrichthys,goldspotted eel,"Tan body with bright yellow spots inside diffuse black blotches, smaller towards snout. Protruding nostrils.",437,FISHES,fishes,eels,epub_profile
Myripristis jacobus,myripristis jacobus,,Blackbar soldierfish,Distinctive black bar at edge of gill cover to pectoral base. Thin white margins on all fins except the pectoral.,325,,fishes,squirrelfishes,epub_profile
Myrmekioderma gyroderma,myrmekioderma gyroderma,Myrmekioderma,,,56,MARINE PLANTS,sponges,ball-sponges,scientific_index
Myrophis punctatus,myrophis punctatus,Myrophis,Speckled worm eel,"Uniformly pale tan, speckled with small brown spots on upper head and body. Found in shallows and seagrass.",439,FISHES,fishes,eels,epub_profile
Nakamigawaia felis,nakamigawaia felis,Nakamigawaia,Black Aglaja,"Jet-black body with two small lobes on the tail, one slightly longer than the other. May show thin white lines.",205,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Nanuca sebastiani,nanuca sebastiani,Nanuca,Orange-spotted Nanuca,Green to translucent body with white patches and orange spots. White stripes on separated clusters of cerata.,197,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Naria acicularis,naria acicularis,Naria,Atlantic Yellow cowrie,Yellow shell with pale blotches. Reddish mantle with numerous highly branched projections. Found on rubble.,234,INVERTEBRATES,invertebrates,snails,epub_profile
Nassarius paucicostatus,nassarius paucicostatus,Nassarius,Ribbed Mudsnail,Rounded white shell with a blunt spire and well spaced ribs. Mantle and proboscis are pale with white blotches.,229,INVERTEBRATES,invertebrates,snails,epub_profile
Naticarius canrena,naticarius canrena,Naticarius,colorful moon snail,Rounded shell with thin brown bands. White mantle with reddish-brown markings: lines in front and spots at the rear.,228,INVERTEBRATES,invertebrates,snails,epub_profile
Nausithoe maculata,nausithoe maculata,Nausithoe,crown jelly,"Small translucent dome with eight thin tentacles, half the width of the dome, with round yellow bulbs at each base.",109,INVERTEBRATES,invertebrates,jellies,epub_profile
Navanax gemmatus,navanax gemmatus,Navanax,jeweled aglaja,Light brown to reddish body with white blotches or faint lines. Distinct lobes on head. Blue spots on parapodia.,205,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Negaprion brevirostris,negaprion brevirostris,Negaprion,Lemon shark,Yellowish to brown or gray with pale abdomen. Blunt rounded snout. Second dorsal fin almost as large as first.,443,FISHES,fishes,sharks,epub_profile
Nemaster grandis,nemaster grandis,Nemaster,black and white crinoid,"Forty long black arms. Numerous short black side branches, each tipped in white. Short curved legs.",147,INVERTEBRATES,invertebrates,crinoids,epub_profile
Neofibularia nolitangere,neofibularia nolitangere,Neofibularia,,,67,MARINE PLANTS,sponges,barrel-sponges,scientific_index
Neogonodactylus curacaoensis,neogonodactylus curacaoensis,Neogonodactylus,dark mantis,Brown to greenish body with pale spots. Greenish-blue edges on abdominal plates. Colorful club-shaped claws.,263,INVERTEBRATES,invertebrates,shrimps,epub_profile
Neomeris annulata,neomeris annulata,Neomeris,fuzzy tip alga,"Short cylindrical white stalks with green tips. Grows in dense clusters, fused at the base. Tips appear fuzzy.",15,MARINE PLANTS,plants,green-algae,epub_profile
Neomeris mucosa,neomeris mucosa,Neomeris,mucus tip alga,"Green calcified stalks with darker tips. Grows in clusters, but not fused. Usually only found in very shallow water.",15,MARINE PLANTS,plants,green-algae,epub_profile
Neoniphon coruscum,neoniphon coruscum,Neoniphon,reef squirrelfish,Red body with thin white stripes. Dorsal fin red with white tips. Large black blotch across first three dorsal spines.,325,FISHES,fishes,squirrelfishes,epub_profile
Neoniphon marianus,neoniphon marianus,Neoniphon,longjaw squirrelfish,Golden stripes on reddish body. White-tipped spines on first dorsal fin. Distinctively long white anal fin. Red tail.,324,FISHES,fishes,squirrelfishes,epub_profile
Neoniphon vexillarium,neoniphon vexillarium,Neoniphon,dusky squirrelfish,Brownish-red with wide silvery stripes and thinner dark stripes. White leading edge on pelvic and anal fins.,325,FISHES,fishes,squirrelfishes,epub_profile
Neopetrosia proxima,neopetrosia proxima,Neopetrosia,brown encrusting sponge,Smooth-walled lumpy reddish-brown to tan encrusting sponge. Scattered excurrent openings with paler rims.,45,MARINE PLANTS,sponges,encrusting-sponges,epub_profile
Neopetrosia rosariensis,neopetrosia rosariensis,Neopetrosia,,,63,MARINE PLANTS,sponges,tube-sponges,scientific_index
Neopontonides chacei,neopontonides chacei,Neopontonides,sea plume shrimp,"Transparent smooth rounded body, generally taking on color of the host gorgonian. White eyes on short stalks.",251,INVERTEBRATES,invertebrates,shrimps,epub_profile
Nes longus,nes longus,Nes,Orangespotted goby,"Pairs of dark blotches down side, often joining to form an H shape. Dark bands on tail. Elongated first dorsal spine.",294,FISHES,fishes,gobies,epub_profile
Nicella goreaui,nicella goreaui,Nicella,,,95,CORALS,corals,octocorals,scientific_index
Niphates amorpha,niphates amorpha,Niphates,,,48,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Niphates digitalis,niphates digitalis,Niphates,,,59,MARINE PLANTS,sponges,vase-sponges,scientific_index
Niphates erecta,niphates erecta,Niphates,,,53,MARINE PLANTS,sponges,rope-sponges,scientific_index
Nitidella nitida,nitidella nitida,Nitidella,Glossy dove snail,Elongated brown shell with large white patches and smaller white spots. Longer aperture lip than M. ocellata.,227,INVERTEBRATES,invertebrates,snails,epub_profile
Notarchus punctatus,notarchus punctatus,Notarchus,Pinball seahare,Globular yellowish to translucent gray body covered with short unbranched papillae. Internal organs are visible.,208,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Notaulax nudicollis,notaulax nudicollis,Notaulax,brown fanworm,Alternating brown and white bands on a circular crown of radioles. The tube below is usually hidden in the reef.,167,INVERTEBRATES,invertebrates,worms,epub_profile
Notaulax occidentalis,notaulax occidentalis,Notaulax,yellow fanworm,Circular yellow crown of dense radioles with numerous thin dark bands. The tube is usually hidden in the reef.,167,INVERTEBRATES,invertebrates,worms,epub_profile
Notocomplana ferruginea,notocomplana ferruginea,Notocomplana,rusty flatworm,"Translucent white body with visible internal organs on medial line. Black eyespots, set well back from margin.",173,INVERTEBRATES,invertebrates,flatworms,epub_profile
Noumeaella kristenseni,noumeaella kristenseni,Noumeaella,Frosty Mordilla,"Translucent white with a network of thin white lines. Similar markings on oral tentacles, head and long cerata.",198,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Oceanapia bartschi,oceanapia bartschi,Oceanapia,,,65,MARINE PLANTS,sponges,barrel-sponges,scientific_index
Oceanapia peltata,oceanapia peltata,Oceanapia,,,55,MARINE PLANTS,sponges,rope-sponges,scientific_index
Oceanapia stalagmitica,oceanapia stalagmitica,Oceanapia,,,55,MARINE PLANTS,sponges,rope-sponges,scientific_index
Ochtodes secundiramea,ochtodes secundiramea,Ochtodes,purple bush alga,Dense clusters of fleshy-textured deep purple branches. Branchlets slightly flattened and tapered at the tips.,37,MARINE PLANTS,plants,red-algae,epub_profile
Octopus americanus,octopus americanus,Octopus,common octopus,Uniformly dark under arms (compare: O. insularis). Color and patterns variable. Eye is dark when startled (above).,243,INVERTEBRATES,invertebrates,octopuses,epub_profile
Octopus briareus,octopus briareus,Octopus,Caribbean reef octopus,Green to bluish body mottled with brown; may change color rapidly. Distinctive dark brown ring around the eye.,243,INVERTEBRATES,invertebrates,octopuses,epub_profile
Octopus hummelincki,octopus hummelincki,Octopus,Caribbean twospot octopus,Two distinctive dark blue ocellated spots near the eyes. These will disappear when the octopus is camouflaged.,243,INVERTEBRATES,invertebrates,octopuses,epub_profile
Octopus insularis,octopus insularis,Octopus,Brazilian Reef octopus,Distinctive red reticulated markings under arms. When startled the eye is white with a dark bar through the iris.,243,INVERTEBRATES,invertebrates,octopuses,epub_profile
Oculina diffusa,oculina diffusa,Oculina,,,71,CORALS,corals,branching-corals,scientific_index
Ocyropsis crystallina,ocyropsis crystallina,Ocyropsis,crystal comb jelly,Short flattened body with widely spaced lobes and visible musculature. Comb rows run perpendicular to the gut.,113,INVERTEBRATES,invertebrates,jellies,epub_profile
Ocyropsis maculata,ocyropsis maculata,Ocyropsis,spotwing comb jelly,Transparent to milky-white translucent body. Most often with four brown to black spots on the rounded oral lobes.,113,INVERTEBRATES,invertebrates,jellies,epub_profile
Ocyurus chrysurus,ocyurus chrysurus,Ocyurus,yellowtail snapper,"Bright yellow line from snout, through eye to a widely forked yellow tail. Large pale yellow spots on upper body.",413,FISHES,fishes,snappers,epub_profile
Odontodactylus havanensis,odontodactylus havanensis,Odontodactylus,havana mantis,Pale body with green and red highlights. Club-shaped claws. Green and red antennal scales with a black spot.,263,INVERTEBRATES,invertebrates,shrimps,epub_profile
Odontoscion dentex,odontoscion dentex,Odontoscion,reef croaker,Gray to coppery body with dark spot at pectoral base. Large reddish eye. Closely related to the drums (p. 348).,425,FISHES,fishes,silvery-fishes,epub_profile
Ogcocephalus cubifrons,ogcocephalus cubifrons,Ogcocephalus,polkadot batfish,Pale brown with yellowish-orange patches behind eye. Dark spots on pale pectorals. Florida/Gulf of Mexico.,333,FISHES,fishes,batfishes,epub_profile
Ogcocephalus nasutus,ogcocephalus nasutus,Ogcocephalus,shortnose batfish,Dark brown to grayish body. Prominent rostrum (horn) above reddish lips. Pectoral fins may have darker edges.,333,FISHES,fishes,batfishes,epub_profile
Ogcocephalus parvus,ogcocephalus parvus,Ogcocephalus,roughback batfish,Raised head with short rostrum. Conical spines on back. Small mouth with reddish lips. Color is highly variable.,333,FISHES,fishes,batfishes,epub_profile
Okeania lorea,okeania lorea,Okeania,whispy Okeania alga,Dense mat of long filamentous coppery-brown threads. Attaches to the substrate or hard corals and gorgonians.,41,MARINE PLANTS,plants,red-algae,epub_profile
Okeania pavonica,okeania pavonica,Okeania,,,28,MARINE PLANTS,plants,brown-algae,scientific_index
Okeania plumata,okeania plumata,Okeania,Tufted Okeania alga,"Tangled mass of filamentous threads, pinkish inside and brown outside. Often grows on and around coral heads.",40,MARINE PLANTS,plants,red-algae,epub_profile
Oligoplites saurus,oligoplites saurus,Oligoplites,leatherjack,Elongated silvery body with a low concave forehead. Clear to dark yellow tail. Most often in sandy shallows.,430,FISHES,fishes,porgies,epub_profile
Olindias sambaquiensis,olindias sambaquiensis,Olindias,agua viva jelly,"Rounded bell, wider than it is tall. Purple radial canals. Short primary tentacles, long thin secondary tentacles.",109,INVERTEBRATES,invertebrates,jellies,epub_profile
Olindias tenuis,olindias tenuis,Olindias,delicate hydromedusa,Clear bell with four radial canals. Thick primary tentacles surrounded by numerous thinner marginal tentacles.,109,INVERTEBRATES,invertebrates,jellies,epub_profile
Oliva sayana,oliva sayana,Oliva,netted olive,Smooth creamy-white shell with a pointed spire. Dark brown wavy interconnecting lines surround the shell.,231,INVERTEBRATES,invertebrates,snails,epub_profile
Ophidiaster guildingi,ophidiaster guildingi,Ophidiaster,Guilding’s Sea star,"Five tubular arms, all of the same length. Each arm with a distinctively upturned red tip. Color is highly variable.",141,INVERTEBRATES,invertebrates,sea-stars,epub_profile
Ophioblenna antillensis,ophioblenna antillensis,Ophioblenna,Antilles brittle star,"Smooth tan to purplish dome, may have yellow spots. Spiny dark brown arms, spines are banded with yellow.",143,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophioblennius macclurei,ophioblennius macclurei,Ophioblennius,redlip blenny,Blunt snout. Red lower lip and pectoral fin. Wide mouth with comb-like teeth. Perches on shallow coral heads.,317,FISHES,fishes,blennies,epub_profile
Ophiocoma echinata,ophiocoma echinata,Ophiocoma,blunt-spined brittle star,"Smooth central disc in solid gray or black. Arms have prominent blunt spines, becoming shorter near arm tips.",143,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophioderma appressum,ophioderma appressum,Ophioderma,bandedarm brittle star,"Green to gray with distinctively banded arms. Central disc solid green, speckled or with bold irregular patterns.",145,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophioderma brevicaudum,ophioderma brevicaudum,Ophioderma,,,143,INVERTEBRATES,invertebrates,brittle-stars,scientific_index
Ophioderma cinereum,ophioderma cinereum,Ophioderma,circle-marked brittle star,"The central disc has ten spots, each outlined in black, arranged around the rim. Arms are usually banded.",145,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophioderma guttatum,ophioderma guttatum,Ophioderma,spotted brittle star,Long arms with very short spines. The smooth central disc and the arms are covered in tiny brownish spots.,144,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophioderma phoenium,ophioderma phoenium,Ophioderma,smooth brittle star,Smooth reddish-brown disc. Arms are always in a contrasting color with darker bands and tiny spines.,145,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophioderma rubicundum,ophioderma rubicundum,Ophioderma,ruby brittle star,Long thin arms have short spines and are banded with red and white. Color and patterns are highly variable.,143,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
Ophiomyxa flaccida,ophiomyxa flaccida,Ophiomyxa,slimy brittle star (variation),"The central discs of some individuals can be solid color, mottled or spotted pattern of red, green, white or brown.",145,INVERTEBRATES,invertebrates,brittle-stars,epub_profile
